common_key,full_fips,county,state,population,unemployment_rate,poverty_rate,disability_rate,homeownership_rate,Cost Per Meal ($),insecurity_rate,region,food_insecure_population,annual_budget_shortfall
taylor iowa,19173,Taylor County,IA,5868,0.0192307692307692,0.1072969086987778,0.148,0.779,3.54,0.1324637275341481,MW,778,522027
union iowa,19175,Union County,IA,11993,0.0292307692307692,0.1072499559005115,0.154,0.721,4.05,0.1423541392051237,MW,1708,1310244
van buren iowa,19177,Van Buren County,IA,7241,0.0315384615384615,0.1514574483667789,0.172,0.816,3.52,0.1549115651654629,MW,1122,748444
wapello iowa,19179,Wapello County,IA,35362,0.0376923076923076,0.1499323410013532,0.161,0.684,3.43,0.1644299987509108,MW,5815,3776287
warren iowa,19181,Warren County,IA,54409,0.0253846153846153,0.0519200204069619,0.1159999999999999,0.823,3.82,0.1074493698520344,MW,5847,4232986
washington iowa,19183,Washington County,IA,22561,0.023076923076923,0.0744735974374676,0.14,0.74,3.53,0.1245206189646238,MW,2810,1879958
wayne iowa,19185,Wayne County,IA,6532,0.0253846153846153,0.0958948564011033,0.154,0.809,3.62,0.1305670154020894,MW,853,585740
webster iowa,19187,Webster County,IA,36886,0.0315384615384615,0.1204120077783179,0.14,0.703,3.58,0.1462914788900939,MW,5397,3663666
winnebago iowa,19189,Winnebago County,IA,10583,0.0284615384615384,0.1087874729576594,0.126,0.706,3.81,0.1380317487142506,MW,1461,1054837
winneshiek iowa,19191,Winneshiek County,IA,19873,0.0269230769230769,0.0811615785554728,0.108,0.742,4.42,0.1220322594650323,MW,2426,2032385
woodbury iowa,19193,Woodbury County,IA,106247,0.0315384615384615,0.1325910727576288,0.135,0.682,3.58,0.1508359284632251,MW,16026,10878989
worth iowa,19195,Worth County,IA,7350,0.0246153846153846,0.077829853713961,0.125,0.8320000000000001,3.81,0.116840588356112,MW,859,620195
wright iowa,19197,Wright County,IA,12791,0.0253846153846153,0.1550004122351389,0.138,0.77,3.58,0.1497910599389892,MW,1916,1300645
allen kansas,20001,Allen County,KS,12483,0.0376923076923076,0.0918118466898954,0.173,0.754,3.52,0.1425399946395068,MW,1780,1187371
anderson kansas,20003,Anderson County,KS,7834,0.033076923076923,0.1116216216216216,0.1639999999999999,0.789,3.67,0.142726762993763,MW,1119,779374
atchison kansas,20005,Atchison County,KS,16208,0.0353846153846153,0.110559182514902,0.155,0.7190000000000001,3.67,0.1466235716718705,MW,2377,1655560
barber kansas,20007,Barber County,KS,4069,0.0276923076923076,0.1102789256198347,0.158,0.81,3.52,0.1371250648442466,MW,558,372221
barton kansas,20009,Barton County,KS,25097,0.0323076923076923,0.1421483397650651,0.1689999999999999,0.652,3.55,0.1632247872635401,MW,4097,2757067
bourbon kansas,20011,Bourbon County,KS,14394,0.05,0.1309150619495447,0.157,0.74,3.52,0.1590098005672488,MW,2289,1526906
brown kansas,20013,Brown County,KS,9343,0.0392307692307692,0.1328240793524113,0.166,0.763,3.67,0.1548387481911544,MW,1447,1007823
butler kansas,20015,Butler County,KS,68287,0.033076923076923,0.0818891157431587,0.152,0.7759999999999999,3.76,0.1314025710421133,MW,8974,6391165
chase kansas,20017,Chase County,KS,2561,0.0353846153846153,0.0731603572947681,0.148,0.733,3.64,0.1318271616987861,MW,338,233424
chautauqua kansas,20019,Chautauqua County,KS,3370,0.0407692307692307,0.1414800995024875,0.223,0.82,3.73,0.165659239188672,MW,559,394822
cherokee kansas,20021,Cherokee County,KS,19151,0.0338461538461538,0.1341550652066252,0.186,0.755,3.58,0.1573317124178303,MW,3014,2046005
cheyenne kansas,20023,Cheyenne County,KS,2628,0.0276923076923076,0.1577453365774533,0.138,0.779,3.7,0.1511249132821761,MW,398,278765
clark kansas,20025,Clark County,KS,1974,0.0253846153846153,0.094206821873308,0.182,0.736,3.44,0.1407335879388613,MW,278,181080
clay kansas,20027,Clay County,KS,8048,0.0323076923076923,0.1251475796930342,0.168,0.78,3.55,0.1482945349196258,MW,1194,803500
cloud kansas,20029,Cloud County,KS,8898,0.03,0.0933250927070457,0.125,0.74,3.65,0.1309939307787391,MW,1166,807534
coffey kansas,20031,Coffey County,KS,8308,0.0407692307692307,0.1008160703075957,0.18,0.759,3.61,0.1479757814959679,MW,1230,842206
comanche kansas,20033,Comanche County,KS,1729,0.0261538461538461,0.0862913096695226,0.217,0.7340000000000001,3.44,0.1455314840410507,MW,252,164145
cowley kansas,20035,Cowley County,KS,34411,0.0392307692307692,0.1401896098904618,0.188,0.6809999999999999,3.41,0.1674621043297872,MW,5763,3719905
crawford kansas,20037,Crawford County,KS,39008,0.0407692307692307,0.1626956545914537,0.165,0.608,3.51,0.1762708034782088,MW,6876,4573229
decatur kansas,20039,Decatur County,KS,2726,0.0284615384615384,0.1246141975308642,0.18,0.777,3.49,0.1489372212725546,MW,407,269098
dickinson kansas,20041,Dickinson County,KS,18445,0.0338461538461538,0.078094583762739,0.148,0.7859999999999999,3.56,0.1289946325784601,MW,2380,1606286
doniphan kansas,20043,Doniphan County,KS,7503,0.0346153846153846,0.0972370630438101,0.146,0.8109999999999999,3.71,0.1335327818536218,MW,1002,703782
douglas kansas,20045,Douglas County,KS,120302,0.0307692307692307,0.0791920899801514,0.1119999999999999,0.501,4.09,0.1410506200272564,MW,16969,13150452
edwards kansas,20047,Edwards County,KS,2779,0.0292307692307692,0.1726892354507417,0.179,0.792,3.48,0.1639889800158001,MW,456,300602
elk kansas,20049,Elk County,KS,2453,0.0407692307692307,0.0932381352372952,0.247,0.7879999999999999,3.48,0.1566669070526282,MW,385,253797
ellis kansas,20051,Ellis County,KS,28920,0.0253846153846153,0.1154276757725033,0.11,0.632,3.72,0.1409069114333941,MW,4076,2870886
ellsworth kansas,20053,Ellsworth County,KS,6360,0.0315384615384615,0.101823118696664,0.163,0.802,3.65,0.1376449677149848,MW,876,606689
finney kansas,20055,Finney County,KS,38084,0.0238461538461538,0.1081475248913196,0.135,0.649,3.42,0.1415252090331489,MW,5390,3489715
ford kansas,20057,Ford County,KS,34074,0.0246153846153846,0.1327319587628866,0.1169999999999999,0.625,3.48,0.1481810872323552,MW,5050,3329032
franklin kansas,20059,Franklin County,KS,26106,0.0346153846153846,0.0822887839817678,0.157,0.722,3.7,0.1370669532050238,MW,3579,2506786
geary kansas,20061,Geary County,KS,35815,0.0423076923076923,0.160608124845182,0.152,0.435,3.56,0.1859944359101389,MW,6662,4496249
gove kansas,20063,Gove County,KS,2799,0.0315384615384615,0.0513401283503208,0.124,0.794,3.78,0.1137306149199988,MW,319,228439
graham kansas,20065,Graham County,KS,2389,0.0369230769230769,0.1201584507042253,0.155,0.7879999999999999,3.74,0.1456192210184182,MW,348,246476
grant kansas,20067,Grant County,KS,7229,0.0323076923076923,0.0701420412944794,0.08,0.767,3.37,0.1135316961713056,MW,821,525108
gray kansas,20069,Gray County,KS,5701,0.0215384615384615,0.082803738317757,0.089,0.7709999999999999,3.48,0.1142795334291876,MW,652,429808
greeley kansas,20071,Greeley County,KS,1304,0.0292307692307692,0.0726530612244897,0.123,0.75,3.41,0.1226709701726844,MW,160,103277
greenwood kansas,20073,Greenwood County,KS,5919,0.0369230769230769,0.1188873139617292,0.1639999999999999,0.805,3.64,0.1457722036199095,MW,863,595993
hamilton kansas,20075,Hamilton County,KS,2471,0.0238461538461538,0.073994867408041,0.144,0.7709999999999999,3.43,0.1233065267487004,MW,305,198068
harper kansas,20077,Harper County,KS,5400,0.0315384615384615,0.1616979269496544,0.1939999999999999,0.7509999999999999,3.49,0.1672824040549776,MW,904,597704
harvey kansas,20079,Harvey County,KS,33756,0.0346153846153846,0.073734187298856,0.131,0.698,3.68,0.1307828271062971,MW,4415,3083671
haskell kansas,20081,Haskell County,KS,3641,0.0261538461538461,0.1116031886625332,0.122,0.763,3.42,0.1330660278667302,MW,485,314009
hodgeman kansas,20083,Hodgeman County,KS,1652,0.0292307692307692,0.0546825895663104,0.128,0.7909999999999999,3.48,0.1147837735821689,MW,190,125251
jackson kansas,20085,Jackson County,KS,13341,0.0307692307692307,0.0581229156741305,0.15,0.7709999999999999,3.74,0.1224096541576575,MW,1634,1157302
jefferson kansas,20087,Jefferson County,KS,18349,0.0323076923076923,0.0562915790072212,0.133,0.857,4.08,0.1130373426919359,MW,2075,1603990
jewell kansas,20089,Jewell County,KS,2916,0.0384615384615384,0.1034482758620689,0.233,0.741,3.58,0.1595601352785146,MW,466,316336
johnson kansas,20091,Johnson County,KS,620631,0.03,0.0497263257910776,0.09,0.685,4.25,0.1134941401626378,MW,70438,56798407
kearny kansas,20093,Kearny County,KS,3864,0.0284615384615384,0.040032679738562,0.15,0.7170000000000001,3.37,0.1191761573655103,MW,461,294854
kingman kansas,20095,Kingman County,KS,7186,0.0223076923076923,0.0981568168519602,0.168,0.6629999999999999,3.64,0.1430406016563892,MW,1028,709942
kiowa kansas,20097,Kiowa County,KS,2422,0.0292307692307692,0.0463576158940397,0.162,0.73,3.48,0.123082882322975,MW,299,197105
labette kansas,20099,Labette County,KS,19869,0.0346153846153846,0.1505503993093028,0.225,0.74,3.49,0.1719158094937654,MW,3416,2258577
lane kansas,20101,Lane County,KS,1461,0.0376923076923076,0.0664780763790664,0.18,0.889,3.41,0.1259301828963116,MW,184,118769
leavenworth kansas,20103,Leavenworth County,KS,83123,0.0346153846153846,0.0817855677199857,0.144,0.693,3.82,0.1363848854061121,MW,11337,8207518
lincoln kansas,20105,Lincoln County,KS,2923,0.0384615384615384,0.1102333931777378,0.155,0.804,3.65,0.1418957942273166,MW,415,287415
linn kansas,20107,Linn County,KS,9767,0.0476923076923076,0.0823554512481331,0.181,0.8109999999999999,3.95,0.1415374713528417,MW,1383,1036508
logan kansas,20109,Logan County,KS,2707,0.0253846153846153,0.1512929370899266,0.238,0.649,3.43,0.1769511781907787,MW,480,311714
lyon kansas,20111,Lyon County,KS,32186,0.0407692307692307,0.1067744726159579,0.136,0.579,3.64,0.1540219710623442,MW,4958,3424021
mcpherson kansas,20113,McPherson County,KS,30205,0.0261538461538461,0.0841193244132485,0.1169999999999999,0.755,3.76,0.1235193849359677,MW,3731,2657169
marion kansas,20115,Marion County,KS,11754,0.0323076923076923,0.0873097394714726,0.1369999999999999,0.813,3.65,0.1272513719660673,MW,1496,1036081
marshall kansas,20117,Marshall County,KS,9993,0.0284615384615384,0.1152073732718894,0.152,0.8,3.61,0.138637155618575,MW,1386,949021
meade kansas,20119,Meade County,KS,3903,0.0269230769230769,0.1050165380374862,0.124,0.74,3.44,0.1332621060130608,MW,521,339362
miami kansas,20121,Miami County,KS,34938,0.0323076923076923,0.0780912364945978,0.128,0.782,3.97,0.1246098289777449,MW,4354,3280251
mitchell kansas,20123,Mitchell County,KS,5779,0.0361538461538461,0.1028633959511216,0.151,0.69,3.65,0.1456894166865416,MW,842,583142
montgomery kansas,20125,Montgomery County,KS,30940,0.0369230769230769,0.139964879661192,0.21,0.7290000000000001,3.45,0.1672739554321311,MW,5176,3381628
morris kansas,20127,Morris County,KS,5340,0.0276923076923076,0.1242113564668769,0.172,0.8009999999999999,3.64,0.1451616318854647,MW,776,535910
morton kansas,20129,Morton County,KS,2611,0.0323076923076923,0.1478013029315961,0.213,0.8540000000000001,3.37,0.1594715710348283,MW,417,266711
nemaha kansas,20131,Nemaha County,KS,10160,0.0223076923076923,0.0882666098807495,0.135,0.78,3.77,0.1249160529419473,MW,1270,906969
neosho kansas,20133,Neosho County,KS,15656,0.033076923076923,0.1229530567685589,0.182,0.772,3.51,0.1512597994625462,MW,2369,1575622
ness kansas,20135,Ness County,KS,2653,0.023076923076923,0.1049723756906077,0.136,0.816,3.71,0.1284582133446664,MW,341,239511
norton kansas,20137,Norton County,KS,5359,0.0276923076923076,0.0709338428469071,0.19,0.762,3.48,0.1338064973636347,MW,718,473316
osage kansas,20139,Osage County,KS,15744,0.0338461538461538,0.0972666666666666,0.159,0.8240000000000001,3.74,0.1348397641025641,MW,2123,1503643
osborne kansas,20141,Osborne County,KS,3452,0.03,0.0793403858120721,0.148,0.772,3.76,0.1286330080896079,MW,445,316923
ottawa kansas,20143,Ottawa County,KS,5819,0.0284615384615384,0.0906119484292718,0.127,0.772,3.65,0.1275094745708259,MW,742,513885
pawnee kansas,20145,Pawnee County,KS,6144,0.0284615384615384,0.115567382626877,0.239,0.662,3.58,0.1657806787244309,MW,1019,691731
phillips kansas,20147,Phillips County,KS,4813,0.0292307692307692,0.1542179261862917,0.196,0.78,3.72,0.1620745053400027,MW,781,550089
pottawatomie kansas,20149,Pottawatomie County,KS,26204,0.0284615384615384,0.0658431230067417,0.1119999999999999,0.8220000000000001,3.76,0.1127662245305459,MW,2955,2104513
pratt kansas,20151,Pratt County,KS,9127,0.0307692307692307,0.1124324324324324,0.143,0.732,3.65,0.1418234137214137,MW,1295,896875
rawlins kansas,20153,Rawlins County,KS,2516,0.0215384615384615,0.0648967551622418,0.196,0.7070000000000001,3.75,0.1340644150215566,MW,338,240056
reno kansas,20155,Reno County,KS,61553,0.033076923076923,0.1125969130094601,0.156,0.6920000000000001,3.63,0.1483535597345253,MW,9132,6288692
republic kansas,20157,Republic County,KS,4646,0.0261538461538461,0.1008018327605956,0.183,0.782,3.66,0.140208977707287,MW,652,452833
rice kansas,20159,Rice County,KS,9350,0.0307692307692307,0.0690022487868386,0.157,0.774,3.63,0.1271945927510766,MW,1190,819486
riley kansas,20161,Riley County,KS,71946,0.0284615384615384,0.1016932120785811,0.123,0.461,4.27,0.1524774541023966,MW,10971,8889628
rooks kansas,20163,Rooks County,KS,4813,0.0292307692307692,0.0570076611086074,0.1669999999999999,0.743,3.72,0.1266856973342115,MW,610,429647
rush kansas,20165,Rush County,KS,2947,0.0307692307692307,0.1066666666666666,0.147,0.7759999999999999,3.71,0.1375771794871795,MW,406,285165
russell kansas,20167,Russell County,KS,6679,0.0338461538461538,0.1418597270707711,0.155,0.7509999999999999,3.78,0.1540356601567268,MW,1029,736877
saline kansas,20169,Saline County,KS,53668,0.03,0.1038981702466189,0.142,0.6709999999999999,3.66,0.1427691925218775,MW,7663,5322179
scott kansas,20171,Scott County,KS,5027,0.0261538461538461,0.0500211059518784,0.157,0.672,3.44,0.1260117764067928,MW,634,412966
sedgwick kansas,20173,Sedgwick County,KS,528226,0.0369230769230769,0.1257121496223857,0.145,0.631,3.71,0.1566300490592475,MW,82737,58112575
seward kansas,20175,Seward County,KS,21486,0.0269230769230769,0.1117975288959745,0.1119999999999999,0.618,3.45,0.1417993949780789,MW,3047,1990691
shawnee kansas,20177,Shawnee County,KS,178025,0.0338461538461538,0.115129732892333,0.157,0.6679999999999999,3.73,0.1514503020894853,MW,26962,19043288
sheridan kansas,20179,Sheridan County,KS,2426,0.0192307692307692,0.0849588209796272,0.156,0.768,3.78,0.1274124824113901,MW,310,221995
sherman kansas,20181,Sherman County,KS,5858,0.0307692307692307,0.097433990330978,0.187,0.655,3.45,0.1510229309437309,MW,885,578196
smith kansas,20183,Smith County,KS,3552,0.0292307692307692,0.0707309854986682,0.166,0.848,3.62,0.1235888410317117,MW,439,301454
stafford kansas,20185,Stafford County,KS,3978,0.0292307692307692,0.1034482758620689,0.162,0.823,3.55,0.1354339814323607,MW,539,362719
stanton kansas,20187,Stanton County,KS,2038,0.0315384615384615,0.0153374233128834,0.114,0.765,3.41,0.1018567168475696,MW,208,134260
stevens kansas,20189,Stevens County,KS,5162,0.0269230769230769,0.1441200657894736,0.131,0.745,3.44,0.1472754772267206,MW,761,495690
sumner kansas,20191,Sumner County,KS,22353,0.0361538461538461,0.1026527711984841,0.177,0.7509999999999999,3.52,0.1464364892686659,MW,3274,2183961
thomas kansas,20193,Thomas County,KS,7885,0.023076923076923,0.0571830985915493,0.129,0.752,3.44,0.1157501733477789,MW,913,594698
trego kansas,20195,Trego County,KS,2777,0.0315384615384615,0.0531073446327683,0.1159999999999999,0.8220000000000001,3.74,0.1107453307257714,MW,308,218145
wabaunsee kansas,20197,Wabaunsee County,KS,7009,0.0323076923076923,0.0857575757575757,0.166,0.8109999999999999,3.77,0.1326200536130536,MW,930,664158
wallace kansas,20199,Wallace County,KS,1417,0.03,0.1091867469879518,0.1969999999999999,0.748,3.41,0.149948,MW,213,137488
washington kansas,20201,Washington County,KS,5533,0.0292307692307692,0.0869149952244508,0.144,0.785,3.62,0.1290789322606715,MW,715,490977
wichita kansas,20203,Wichita County,KS,2091,0.0223076923076923,0.1394628099173553,0.188,0.78,3.44,0.1524071913541004,MW,319,207786
wilson kansas,20205,Wilson County,KS,8505,0.0446153846153846,0.1479216077892897,0.1889999999999999,0.777,3.48,0.1658880507091211,MW,1411,930151
woodson kansas,20207,Woodson County,KS,3109,0.0492307692307692,0.1172111822162344,0.212,0.846,3.64,0.1574702663419436,MW,490,338396
wyandotte kansas,20209,Wyandotte County,KS,167654,0.0446153846153846,0.1505448903912615,0.136,0.62,3.59,0.1674119805329758,MW,28068,19108574
adair kentucky,21001,Adair County,KY,19089,0.0476923076923076,0.1789984404782533,0.2289999999999999,0.772,3.32,0.1858959437772416,S,3549,2232225
allen kentucky,21003,Allen County,KY,21293,0.043076923076923,0.1329141902843951,0.185,0.745,3.52,0.1616778957898038,S,3443,2295761
anderson kentucky,21005,Anderson County,KY,24353,0.0423076923076923,0.1087311827956989,0.176,0.7759999999999999,3.4,0.1493122911497105,S,3637,2345487
ballard kentucky,21007,Ballard County,KY,7654,0.0507692307692307,0.1484865012271611,0.174,0.76,3.51,0.1671433645612636,S,1280,850945
barren kentucky,21009,Barren County,KY,44938,0.0492307692307692,0.1873955316995079,0.216,0.652,3.23,0.1953374703703905,S,8779,5381961
bath kentucky,21011,Bath County,KY,12851,0.0615384615384615,0.2245689299562742,0.204,0.747,3.41,0.2042195770531753,S,2625,1698077
bell kentucky,21013,Bell County,KY,23509,0.0638461538461538,0.2746561708288093,0.253,0.588,3.47,0.2429010794843954,S,5711,3751206
boone kentucky,21015,Boone County,KY,139841,0.0369230769230769,0.0594544322690487,0.121,0.763,3.62,0.1205084868979395,S,16853,11572870
bourbon kentucky,21017,Bourbon County,KY,20240,0.0376923076923076,0.1338425261431207,0.176,0.637,3.35,0.1653951802179776,S,3348,2125792
boyd kentucky,21019,Boyd County,KY,47911,0.0561538461538461,0.1592997910159322,0.2239999999999999,0.7020000000000001,3.49,0.1872282998480587,S,8971,5928211
boyle kentucky,21021,Boyle County,KY,30941,0.0461538461538461,0.1468366557352887,0.172,0.68,3.53,0.1697565389348851,S,5253,3513107
bracken kentucky,21023,Bracken County,KY,8444,0.053076923076923,0.1908672390195346,0.1989999999999999,0.785,3.53,0.18545030796987,S,1566,1047311
breathitt kentucky,21025,Breathitt County,KY,13276,0.0646153846153846,0.3167271007409743,0.319,0.7659999999999999,3.43,0.2576524743690804,S,3421,2226617
breckinridge kentucky,21027,Breckinridge County,KY,20881,0.053076923076923,0.2019030173510405,0.22,0.8140000000000001,3.76,0.19121318637593,S,3993,2845294
bullitt kentucky,21029,Bullitt County,KY,84027,0.0446153846153846,0.0919756502490315,0.155,0.8490000000000001,3.59,0.1354699928057554,S,11384,7749359
butler kentucky,21031,Butler County,KY,12393,0.0507692307692307,0.1992107069320521,0.187,0.737,3.17,0.1881908008552875,S,2333,1402382
caldwell kentucky,21033,Caldwell County,KY,12618,0.0392307692307692,0.1469329529243937,0.27,0.7020000000000001,3.48,0.1844458942170525,S,2328,1533754
