County,Population,Poverty,Poverty_Ugstudents,
    Estimate,"40,320","3,523",97,
"Gallia County, Ohio",,,,
    Estimate,"27,517","4,435",60,
"Geauga County, Ohio",,,,
    Estimate,"91,549","5,109",298,
"Greene County, Ohio",,,,
    Estimate,"157,146","15,594","1,820",
"Guernsey County, Ohio",,,,
    Estimate,"36,542","5,406",169,
"Hamilton County, Ohio",,,,
    Estimate,"781,045","114,714","11,793",
"Hancock County, Ohio",,,,
    Estimate,"70,312","6,964",487,
"Hardin County, Ohio",,,,
    Estimate,"27,291","4,589",505,
"Harrison County, Ohio",,,,
    Estimate,"13,620","1,765",40,
"Henry County, Ohio",,,,
    Estimate,"26,453","2,240",103,
"Highland County, Ohio",,,,
    Estimate,"41,410","5,824",222,
"Hocking County, Ohio",,,,
    Estimate,"26,522","4,193",141,
"Holmes County, Ohio",,,,
    Estimate,"41,285","3,832",14,
"Huron County, Ohio",,,,
    Estimate,"55,784","7,258",134,
"Jackson County, Ohio",,,,
    Estimate,"30,842","5,461",90,
"Jefferson County, Ohio",,,,
    Estimate,"60,465","9,813",461,
"Knox County, Ohio",,,,
    Estimate,"57,602","6,747",193,
"Lake County, Ohio",,,,
    Estimate,"223,226","18,382",732,
"Lawrence County, Ohio",,,,
    Estimate,"54,439","9,305",136,
"Licking County, Ohio",,,,
    Estimate,"172,182","17,290","1,015",
"Logan County, Ohio",,,,
    Estimate,"44,047","4,783",119,
"Lorain County, Ohio",,,,
    Estimate,"298,344","35,088","1,449",
"Lucas County, Ohio",,,,
    Estimate,"405,074","70,078","4,018",
"Madison County, Ohio",,,,
    Estimate,"38,586","3,197",64,
"Mahoning County, Ohio",,,,
    Estimate,"213,516","39,651","1,464",
"Marion County, Ohio",,,,
    Estimate,"57,187","9,495",350,
"Medina County, Ohio",,,,
    Estimate,"176,723","10,986",465,
"Meigs County, Ohio",,,,
    Estimate,"21,034","4,400",86,
"Mercer County, Ohio",,,,
    Estimate,"39,976","2,933",73,
"Miami County, Ohio",,,,
    Estimate,"105,612","9,673",528,
"Monroe County, Ohio",,,,
    Estimate,"12,760","1,934",14,
"Montgomery County, Ohio",,,,
    Estimate,"501,491","73,360","3,711",
"Morgan County, Ohio",,,,
    Estimate,"13,015","1,650",4,
"Morrow County, Ohio",,,,
    Estimate,"33,986","4,316",85,
"Muskingum County, Ohio",,,,
    Estimate,"81,517","12,048",308,
"Noble County, Ohio",,,,
    Estimate,"11,392","1,228",6,
"Ottawa County, Ohio",,,,
    Estimate,"38,348","3,184",131,
"Paulding County, Ohio",,,,
    Estimate,"18,014","1,612",14,
"Perry County, Ohio",,,,
    Estimate,"33,962","4,903",95,
"Pickaway County, Ohio",,,,
    Estimate,"54,238","6,187",244,
"Pike County, Ohio",,,,
    Estimate,"25,789","5,472",55,
"Portage County, Ohio",,,,
    Estimate,"150,784","17,467","3,273",
"Preble County, Ohio",,,,
    Estimate,"39,169","4,772",58,
"Putnam County, Ohio",,,,
    Estimate,"32,805","1,775",52,
"Richland County, Ohio",,,,
    Estimate,"113,681","15,147",579,
"Ross County, Ohio",,,,
    Estimate,"68,906","10,433",434,
"Sandusky County, Ohio",,,,
    Estimate,"55,907","8,260",210,
"Scioto County, Ohio",,,,
    Estimate,"66,825","14,128",426,
"Seneca County, Ohio",,,,
    Estimate,"50,136","5,897",298,
"Shelby County, Ohio",,,,
    Estimate,"45,686","5,114",158,
"Stark County, Ohio",,,,
    Estimate,"353,777","43,267","1,742",
"Summit County, Ohio",,,,
    Estimate,"513,019","64,936","3,483",
"Trumbull County, Ohio",,,,
    Estimate,"191,336","31,143",876,
"Tuscarawas County, Ohio",,,,
    Estimate,"87,637","11,494",386,
"Union County, Ohio",,,,
    Estimate,"62,617","3,111",133,
"Van Wert County, Ohio",,,,
    Estimate,"27,439","2,425",75,
"Vinton County, Ohio",,,,
    Estimate,"12,041","2,002",28,
"Warren County, Ohio",,,,
    Estimate,"237,052","14,212",450,
"Washington County, Ohio",,,,
    Estimate,"55,645","7,471",204,
"Wayne County, Ohio",,,,
    Estimate,"107,928","10,084",115,
"Williams County, Ohio",,,,
    Estimate,"34,384","4,178",175,
"Wood County, Ohio",,,,
    Estimate,"122,450","15,068","3,822",
"Wyandot County, Ohio",,,,
    Estimate,"20,745","1,804",84,
"Adair County, Oklahoma",,,,
    Estimate,"18,532","3,926",94,
"Alfalfa County, Oklahoma",,,,
    Estimate,"4,311",696,26,
"Atoka County, Oklahoma",,,,
    Estimate,"12,271","2,091",73,
"Beaver County, Oklahoma",,,,
    Estimate,"4,736",647,8,
"Beckham County, Oklahoma",,,,
    Estimate,"18,459","3,893",184,
"Blaine County, Oklahoma",,,,
    Estimate,"7,610","1,284",36,
"Bryan County, Oklahoma",,,,
    Estimate,"45,348","7,262",438,
"Caddo County, Oklahoma",,,,
    Estimate,"24,099","4,327",68,
"Canadian County, Oklahoma",,,,
    Estimate,"160,132","12,745",393,
"Carter County, Oklahoma",,,,
    Estimate,"45,845","7,353",135,
"Cherokee County, Oklahoma",,,,
    Estimate,"44,815","8,066",668,
"Choctaw County, Oklahoma",,,,
    Estimate,"13,422","3,007",96,
"Cimarron County, Oklahoma",,,,
    Estimate,"2,172",159,0,
"Cleveland County, Oklahoma",,,,
    Estimate,"279,248","35,495","7,882",
"Coal County, Oklahoma",,,,
    Estimate,"5,038","1,026",50,
"Comanche County, Oklahoma",,,,
    Estimate,"107,503","19,121",761,
"Cotton County, Oklahoma",,,,
    Estimate,"5,287","1,018",4,
"Craig County, Oklahoma",,,,
    Estimate,"13,000","2,392",60,
"Creek County, Oklahoma",,,,
    Estimate,"69,185","9,977",237,
"Custer County, Oklahoma",,,,
    Estimate,"25,800","4,232","1,096",
"Delaware County, Oklahoma",,,,
    Estimate,"39,406","7,322",169,
"Dewey County, Oklahoma",,,,
    Estimate,"4,096",550,1,
"Ellis County, Oklahoma",,,,
    Estimate,"3,484",455,32,
"Garfield County, Oklahoma",,,,
    Estimate,"57,896","7,133",152,
"Garvin County, Oklahoma",,,,
    Estimate,"24,562","4,061",59,
"Grady County, Oklahoma",,,,
    Estimate,"53,810","6,419",274,
"Grant County, Oklahoma",,,,
    Estimate,"3,902",667,8,
"Greer County, Oklahoma",,,,
    Estimate,"4,257",715,29,
"Harmon County, Oklahoma",,,,
    Estimate,"2,227",493,0,
"Harper County, Oklahoma",,,,
    Estimate,"3,074",398,0,
"Haskell County, Oklahoma",,,,
    Estimate,"11,240","2,267",74,
"Hughes County, Oklahoma",,,,
    Estimate,"11,194","2,242",31,
"Jackson County, Oklahoma",,,,
    Estimate,"22,741","3,593",185,
"Jefferson County, Oklahoma",,,,
    Estimate,"5,049","1,128",8,
"Johnston County, Oklahoma",,,,
    Estimate,"9,576","2,173",48,
"Kay County, Oklahoma",,,,
    Estimate,"40,792","6,390",204,
"Kingfisher County, Oklahoma",,,,
    Estimate,"14,736","1,877",9,
"Kiowa County, Oklahoma",,,,
    Estimate,"7,921","1,741",44,
"Latimer County, Oklahoma",,,,
    Estimate,"8,851","1,780",45,
"Le Flore County, Oklahoma",,,,
    Estimate,"45,508","8,697",244,
"Lincoln County, Oklahoma",,,,
    Estimate,"32,658","5,524",92,
"Logan County, Oklahoma",,,,
    Estimate,"49,168","5,676",194,
"Love County, Oklahoma",,,,
    Estimate,"9,786","1,449",13,
"McClain County, Oklahoma",,,,
    Estimate,"43,493","3,525",185,
"McCurtain County, Oklahoma",,,,
    Estimate,"29,261","6,032",155,
"McIntosh County, Oklahoma",,,,
    Estimate,"18,556","3,892",103,
"Major County, Oklahoma",,,,
    Estimate,"7,271",807,34,
"Marshall County, Oklahoma",,,,
    Estimate,"15,059","2,367",54,
"Mayes County, Oklahoma",,,,
    Estimate,"37,760","6,062",199,
"Murray County, Oklahoma",,,,
    Estimate,"12,818","1,606",18,
"Muskogee County, Oklahoma",,,,
    Estimate,"60,061","11,297",287,
"Noble County, Oklahoma",,,,
    Estimate,"10,282","1,301",132,
"Nowata County, Oklahoma",,,,
    Estimate,"8,904","1,453",60,
"Okfuskee County, Oklahoma",,,,
    Estimate,"9,834","2,507",30,
"Oklahoma County, Oklahoma",,,,
    Estimate,"758,774","118,158","6,362",
"Okmulgee County, Oklahoma",,,,
    Estimate,"34,431","6,035",180,
"Osage County, Oklahoma",,,,
    Estimate,"43,124","5,534",198,
"Ottawa County, Oklahoma",,,,
    Estimate,"28,080","5,723",240,
"Pawnee County, Oklahoma",,,,
    Estimate,"15,077","2,692",30,
"Payne County, Oklahoma",,,,
    Estimate,"71,343","16,055","5,910",
"Pittsburg County, Oklahoma",,,,
    Estimate,"39,794","6,846",164,
"Pontotoc County, Oklahoma",,,,
    Estimate,"35,775","4,352",165,
"Pottawatomie County, Oklahoma",,,,
    Estimate,"67,141","10,408",362,
"Pushmataha County, Oklahoma",,,,
    Estimate,"10,286","2,106",17,
"Roger Mills County, Oklahoma",,,,
    Estimate,"3,214",461,9,
"Rogers County, Oklahoma",,,,
    Estimate,"93,751","8,179",351,
"Seminole County, Oklahoma",,,,
    Estimate,"21,918","4,753",132,
"Sequoyah County, Oklahoma",,,,
    Estimate,"37,833","7,451",218,
"Stephens County, Oklahoma",,,,
    Estimate,"41,457","7,224",196,
"Texas County, Oklahoma",,,,
    Estimate,"19,422","3,037",64,
"Tillman County, Oklahoma",,,,
    Estimate,"6,512","1,319",27,
"Tulsa County, Oklahoma",,,,
    Estimate,"643,137","92,483","4,899",
"Wagoner County, Oklahoma",,,,
    Estimate,"83,443","7,658",276,
"Washington County, Oklahoma",,,,
    Estimate,"50,054","7,858",285,
"Washita County, Oklahoma",,,,
    Estimate,"10,301","1,424",42,
"Woods County, Oklahoma",,,,
    Estimate,"7,301","1,466",439,
"Woodward County, Oklahoma",,,,
    Estimate,"18,866","2,488",73,
"Baker County, Oregon",,,,
    Estimate,"15,944","2,412",10,
"Benton County, Oregon",,,,
    Estimate,"87,772","16,100","6,931",
"Clackamas County, Oregon",,,,
    Estimate,"408,995","31,328","1,656",
"Clatsop County, Oregon",,,,
    Estimate,"39,758","4,915",148,
"Columbia County, Oregon",,,,
    Estimate,"51,322","4,610",292,
"Coos County, Oregon",,,,
    Estimate,"62,233","9,917",436,
"Crook County, Oregon",,,,
    Estimate,"25,174","2,662",43,
"Curry County, Oregon",,,,
    Estimate,"22,652","3,411",0,
"Deschutes County, Oregon",,,,
    Estimate,"198,994","17,015","1,151",
"Douglas County, Oregon",,,,
    Estimate,"108,019","17,255",389,
"Gilliam County, Oregon",,,,
    Estimate,"1,896",291,0,
"Grant County, Oregon",,,,
    Estimate,"6,819",863,10,
"Harney County, Oregon",,,,
    Estimate,"7,180",986,58,
"Hood River County, Oregon",,,,
    Estimate,"23,069","1,815",125,
"Jackson County, Oregon",,,,
    Estimate,"213,503","26,250","1,673",
"Jefferson County, Oregon",,,,
    Estimate,"23,330","3,082",54,
"Josephine County, Oregon",,,,
    Estimate,"85,152","13,114",357,
"Klamath County, Oregon",,,,
    Estimate,"66,869","12,066",970,
"Lake County, Oregon",,,,
    Estimate,"7,520","1,097",17,
"Lane County, Oregon",,,,
    Estimate,"366,854","56,516","12,186",
"Lincoln County, Oregon",,,,
    Estimate,"49,472","7,646",198,
"Linn County, Oregon",,,,
    Estimate,"125,121","15,755",949,
"Malheur County, Oregon",,,,
    Estimate,"27,179","4,592",281,
"Marion County, Oregon",,,,
    Estimate,"327,692","42,257","2,045",
"Morrow County, Oregon",,,,
    Estimate,"11,797","1,581",43,
"Multnomah County, Oregon",,,,
    Estimate,"766,322","96,438","8,089",
"Polk County, Oregon",,,,
    Estimate,"84,581","10,590","1,126",
"Sherman County, Oregon",,,,
    Estimate,"1,884",412,5,
"Tillamook County, Oregon",,,,
    Estimate,"25,939","3,278",155,
"Umatilla County, Oregon",,,,
    Estimate,"73,567","8,625",456,
"Union County, Oregon",,,,
    Estimate,"25,055","4,006",469,
"Wallowa County, Oregon",,,,
    Estimate,"7,306",571,6,
"Wasco County, Oregon",,,,
    Estimate,"25,241","2,848",45,
"Washington County, Oregon",,,,
    Estimate,"580,185","46,844","3,465",
"Wheeler County, Oregon",,,,
    Estimate,"1,436",158,4,
"Yamhill County, Oregon",,,,
    Estimate,"100,203","10,222",537,
"Adams County, Pennsylvania",,,,
    Estimate,"98,638","7,900",324,
"Allegheny County, Pennsylvania",,,,
    Estimate,"1,166,263","133,079","12,906",
"Armstrong County, Pennsylvania",,,,
    Estimate,"62,333","7,189",98,
"Beaver County, Pennsylvania",,,,
    Estimate,"159,335","15,642",728,
"Bedford County, Pennsylvania",,,,
    Estimate,"45,780","5,220",92,
"Berks County, Pennsylvania",,,,
    Estimate,"407,227","48,125","2,466",
"Blair County, Pennsylvania",,,,
    Estimate,"113,968","13,456",359,
"Bradford County, Pennsylvania",,,,
    Estimate,"57,426","7,175",186,
"Bucks County, Pennsylvania",,,,
    Estimate,"621,707","37,688","1,382",
"Butler County, Pennsylvania",,,,
    Estimate,"186,762","15,274","1,715",
"Cambria County, Pennsylvania",,,,
    Estimate,"121,863","17,085",676,
"Cameron County, Pennsylvania",,,,
    Estimate,"4,330",575,0,
"Carbon County, Pennsylvania",,,,
    Estimate,"62,531","7,296",95,
"Centre County, Pennsylvania",,,,
    Estimate,"133,584","22,008","11,365",
"Chester County, Pennsylvania",,,,
    Estimate,"516,917","30,575","3,056",
"Clarion County, Pennsylvania",,,,
    Estimate,"34,571","4,471",607,
"Clearfield County, Pennsylvania",,,,
    Estimate,"71,759","10,153",235,
"Clinton County, Pennsylvania",,,,
    Estimate,"34,844","5,131",360,
"Columbia County, Pennsylvania",,,,
    Estimate,"60,167","8,289","1,458",
"Crawford County, Pennsylvania",,,,
    Estimate,"75,862","10,662",185,
"Cumberland County, Pennsylvania",,,,
    Estimate,"247,436","18,316",946,
"Dauphin County, Pennsylvania",,,,
    Estimate,"274,541","34,947","1,782",
"Delaware County, Pennsylvania",,,,
    Estimate,"538,116","53,718","2,631",
"Elk County, Pennsylvania",,,,
    Estimate,"29,556","2,506",88,
"Erie County, Pennsylvania",,,,
    Estimate,"247,863","36,361","2,046",
"Fayette County, Pennsylvania",,,,
    Estimate,"118,225","19,492",469,
"Forest County, Pennsylvania",,,,
    Estimate,"4,276",508,8,
"Franklin County, Pennsylvania",,,,
    Estimate,"150,248","12,449",399,
"Fulton County, Pennsylvania",,,,
    Estimate,"14,046","1,547",34,
"Greene County, Pennsylvania",,,,
    Estimate,"30,799","3,972",95,
"Huntingdon County, Pennsylvania",,,,
    Estimate,"37,469","3,884",53,
"Indiana County, Pennsylvania",,,,
    Estimate,"75,803","10,528","1,304",
"Jefferson County, Pennsylvania",,,,
    Estimate,"41,642","5,709",110,
"Juniata County, Pennsylvania",,,,
    Estimate,"22,278","2,093",27,
"Lackawanna County, Pennsylvania",,,,
    Estimate,"201,826","28,363","1,394",
"Lancaster County, Pennsylvania",,,,
    Estimate,"521,530","42,312","2,184",
"Lawrence County, Pennsylvania",,,,
    Estimate,"80,226","9,216",273,
"Lebanon County, Pennsylvania",,,,
    Estimate,"136,042","13,561",249,
"Lehigh County, Pennsylvania",,,,
    Estimate,"357,416","40,387","1,717",
"Luzerne County, Pennsylvania",,,,
    Estimate,"306,872","45,638","2,408",
"Lycoming County, Pennsylvania",,,,
    Estimate,"104,564","12,999",917,
"McKean County, Pennsylvania",,,,
    Estimate,"36,098","4,947",131,
"Mercer County, Pennsylvania",,,,
    Estimate,"99,648","12,709",206,
"Mifflin County, Pennsylvania",,,,
    Estimate,"43,731","6,906",95,
"Monroe County, Pennsylvania",,,,
    Estimate,"160,360","17,109",917,
"Montgomery County, Pennsylvania",,,,
    Estimate,"819,192","52,713","3,525",
"Montour County, Pennsylvania",,,,
    Estimate,"16,624","1,464",115,
"Northampton County, Pennsylvania",,,,
    Estimate,"296,623","25,568","1,449",
"Northumberland County, Pennsylvania",,,,
    Estimate,"84,308","10,261",311,
"Perry County, Pennsylvania",,,,
    Estimate,"44,262","3,432",53,
"Philadelphia County, Pennsylvania",,,,
    Estimate,"1,480,630","311,434","18,036",
"Pike County, Pennsylvania",,,,
    Estimate,"58,809","5,656",78,
"Potter County, Pennsylvania",,,,
    Estimate,"15,448","1,950",20,
"Schuylkill County, Pennsylvania",,,,
    Estimate,"132,444","16,536",427,
"Snyder County, Pennsylvania",,,,
