"Label (Grouping)","Total"
"Gates County, North Carolina",""
"    Estimate","10,376"
"    Margin of Error","*****"
"Graham County, North Carolina",""
"    Estimate","8,072"
"    Margin of Error","*****"
"Granville County, North Carolina",""
"    Estimate","60,877"
"    Margin of Error","*****"
"Greene County, North Carolina",""
"    Estimate","20,486"
"    Margin of Error","*****"
"Guilford County, North Carolina",""
"    Estimate","547,940"
"    Margin of Error","*****"
"Halifax County, North Carolina",""
"    Estimate","47,675"
"    Margin of Error","*****"
"Harnett County, North Carolina",""
"    Estimate","139,150"
"    Margin of Error","*****"
"Haywood County, North Carolina",""
"    Estimate","62,662"
"    Margin of Error","*****"
"Henderson County, North Carolina",""
"    Estimate","118,484"
"    Margin of Error","*****"
"Hertford County, North Carolina",""
"    Estimate","19,908"
"    Margin of Error","*****"
"Hoke County, North Carolina",""
"    Estimate","53,835"
"    Margin of Error","*****"
"Hyde County, North Carolina",""
"    Estimate","4,592"
"    Margin of Error","*****"
"Iredell County, North Carolina",""
"    Estimate","196,544"
"    Margin of Error","*****"
"Jackson County, North Carolina",""
"    Estimate","43,771"
"    Margin of Error","*****"
"Johnston County, North Carolina",""
"    Estimate","234,263"
"    Margin of Error","*****"
"Jones County, North Carolina",""
"    Estimate","9,302"
"    Margin of Error","*****"
"Lee County, North Carolina",""
"    Estimate","65,816"
"    Margin of Error","*****"
"Lenoir County, North Carolina",""
"    Estimate","54,919"
"    Margin of Error","*****"
"Lincoln County, North Carolina",""
"    Estimate","92,716"
"    Margin of Error","*****"
"McDowell County, North Carolina",""
"    Estimate","44,817"
"    Margin of Error","*****"
"Macon County, North Carolina",""
"    Estimate","37,941"
"    Margin of Error","*****"
"Madison County, North Carolina",""
"    Estimate","21,867"
"    Margin of Error","*****"
"Martin County, North Carolina",""
"    Estimate","21,644"
"    Margin of Error","*****"
"Mecklenburg County, North Carolina",""
"    Estimate","1,154,681"
"    Margin of Error","*****"
"Mitchell County, North Carolina",""
"    Estimate","14,992"
"    Margin of Error","*****"
"Montgomery County, North Carolina",""
"    Estimate","26,007"
"    Margin of Error","*****"
"Moore County, North Carolina",""
"    Estimate","104,876"
"    Margin of Error","*****"
"Nash County, North Carolina",""
"    Estimate","96,216"
"    Margin of Error","*****"
"New Hanover County, North Carolina",""
"    Estimate","235,229"
"    Margin of Error","*****"
"Northampton County, North Carolina",""
"    Estimate","16,931"
"    Margin of Error","*****"
"Onslow County, North Carolina",""
"    Estimate","207,906"
"    Margin of Error","*****"
"Orange County, North Carolina",""
"    Estimate","149,678"
"    Margin of Error","*****"
"Pamlico County, North Carolina",""
"    Estimate","12,390"
"    Margin of Error","*****"
"Pasquotank County, North Carolina",""
"    Estimate","40,834"
"    Margin of Error","*****"
"Pender County, North Carolina",""
"    Estimate","65,550"
"    Margin of Error","*****"
"Perquimans County, North Carolina",""
"    Estimate","13,244"
"    Margin of Error","*****"
"Person County, North Carolina",""
"    Estimate","39,542"
"    Margin of Error","*****"
"Pitt County, North Carolina",""
"    Estimate","177,193"
"    Margin of Error","*****"
"Polk County, North Carolina",""
"    Estimate","19,891"
"    Margin of Error","*****"
"Randolph County, North Carolina",""
"    Estimate","146,348"
"    Margin of Error","*****"
"Richmond County, North Carolina",""
"    Estimate","42,344"
"    Margin of Error","*****"
"Robeson County, North Carolina",""
"    Estimate","116,902"
"    Margin of Error","*****"
"Rockingham County, North Carolina",""
"    Estimate","92,131"
"    Margin of Error","*****"
"Rowan County, North Carolina",""
"    Estimate","149,875"
"    Margin of Error","*****"
"Rutherford County, North Carolina",""
"    Estimate","64,930"
"    Margin of Error","*****"
"Sampson County, North Carolina",""
"    Estimate","59,470"
"    Margin of Error","*****"
"Scotland County, North Carolina",""
"    Estimate","33,590"
"    Margin of Error","*****"
"Stanly County, North Carolina",""
"    Estimate","64,651"
"    Margin of Error","*****"
"Stokes County, North Carolina",""
"    Estimate","45,139"
"    Margin of Error","*****"
"Surry County, North Carolina",""
"    Estimate","71,425"
"    Margin of Error","*****"
"Swain County, North Carolina",""
"    Estimate","14,013"
"    Margin of Error","*****"
"Transylvania County, North Carolina",""
"    Estimate","33,691"
"    Margin of Error","*****"
"Tyrrell County, North Carolina",""
"    Estimate","3,423"
"    Margin of Error","*****"
"Union County, North Carolina",""
"    Estimate","250,958"
"    Margin of Error","*****"
"Vance County, North Carolina",""
"    Estimate","42,322"
"    Margin of Error","*****"
"Wake County, North Carolina",""
"    Estimate","1,178,653"
"    Margin of Error","*****"
"Warren County, North Carolina",""
"    Estimate","18,795"
"    Margin of Error","*****"
"Washington County, North Carolina",""
"    Estimate","10,812"
"    Margin of Error","*****"
"Watauga County, North Carolina",""
"    Estimate","55,123"
"    Margin of Error","*****"
"Wayne County, North Carolina",""
"    Estimate","118,652"
"    Margin of Error","*****"
"Wilkes County, North Carolina",""
"    Estimate","65,935"
"    Margin of Error","*****"
"Wilson County, North Carolina",""
"    Estimate","79,290"
"    Margin of Error","*****"
"Yadkin County, North Carolina",""
"    Estimate","37,574"
"    Margin of Error","*****"
"Yancey County, North Carolina",""
"    Estimate","18,797"
"    Margin of Error","*****"
"Adams County, North Dakota",""
"    Estimate","2,145"
"    Margin of Error","*****"
"Barnes County, North Dakota",""
"    Estimate","10,773"
"    Margin of Error","*****"
"Benson County, North Dakota",""
"    Estimate","5,808"
"    Margin of Error","*****"
"Billings County, North Dakota",""
"    Estimate","1,024"
"    Margin of Error","±98"
"Bottineau County, North Dakota",""
"    Estimate","6,378"
"    Margin of Error","*****"
"Bowman County, North Dakota",""
"    Estimate","2,906"
"    Margin of Error","*****"
"Burke County, North Dakota",""
"    Estimate","2,156"
"    Margin of Error","*****"
"Burleigh County, North Dakota",""
"    Estimate","100,600"
"    Margin of Error","*****"
"Cass County, North Dakota",""
"    Estimate","193,400"
"    Margin of Error","*****"
"Cavalier County, North Dakota",""
"    Estimate","3,633"
"    Margin of Error","*****"
"Dickey County, North Dakota",""
"    Estimate","4,935"
"    Margin of Error","*****"
"Divide County, North Dakota",""
"    Estimate","2,167"
"    Margin of Error","*****"
"Dunn County, North Dakota",""
"    Estimate","4,040"
"    Margin of Error","*****"
"Eddy County, North Dakota",""
"    Estimate","2,307"
"    Margin of Error","*****"
"Emmons County, North Dakota",""
"    Estimate","3,254"
"    Margin of Error","*****"
"Foster County, North Dakota",""
"    Estimate","3,358"
"    Margin of Error","*****"
"Golden Valley County, North Dakota",""
"    Estimate","1,653"
"    Margin of Error","±109"
"Grand Forks County, North Dakota",""
"    Estimate","72,923"
"    Margin of Error","*****"
"Grant County, North Dakota",""
"    Estimate","2,269"
"    Margin of Error","*****"
"Griggs County, North Dakota",""
"    Estimate","2,245"
"    Margin of Error","±110"
"Hettinger County, North Dakota",""
"    Estimate","2,432"
"    Margin of Error","*****"
"Kidder County, North Dakota",""
"    Estimate","2,377"
"    Margin of Error","*****"
"LaMoure County, North Dakota",""
"    Estimate","4,118"
"    Margin of Error","±117"
"Logan County, North Dakota",""
"    Estimate","1,819"
"    Margin of Error","±117"
"McHenry County, North Dakota",""
"    Estimate","5,207"
"    Margin of Error","*****"
"McIntosh County, North Dakota",""
"    Estimate","2,497"
"    Margin of Error","*****"
"McKenzie County, North Dakota",""
"    Estimate","14,321"
"    Margin of Error","*****"
"McLean County, North Dakota",""
"    Estimate","9,823"
"    Margin of Error","*****"
"Mercer County, North Dakota",""
"    Estimate","8,337"
"    Margin of Error","*****"
"Morton County, North Dakota",""
"    Estimate","33,777"
"    Margin of Error","*****"
"Mountrail County, North Dakota",""
"    Estimate","9,507"
"    Margin of Error","*****"
"Nelson County, North Dakota",""
"    Estimate","3,016"
"    Margin of Error","*****"
"Oliver County, North Dakota",""
"    Estimate","1,839"
"    Margin of Error","±107"
"Pembina County, North Dakota",""
"    Estimate","6,727"
"    Margin of Error","*****"
"Pierce County, North Dakota",""
"    Estimate","3,928"
"    Margin of Error","*****"
"Ramsey County, North Dakota",""
"    Estimate","11,556"
"    Margin of Error","*****"
"Ransom County, North Dakota",""
"    Estimate","5,643"
"    Margin of Error","*****"
"Renville County, North Dakota",""
"    Estimate","2,304"
"    Margin of Error","*****"
"Richland County, North Dakota",""
"    Estimate","16,584"
"    Margin of Error","*****"
"Rolette County, North Dakota",""
"    Estimate","11,924"
"    Margin of Error","*****"
"Sargent County, North Dakota",""
"    Estimate","3,804"
"    Margin of Error","*****"
"Sheridan County, North Dakota",""
"    Estimate","1,303"
"    Margin of Error","±107"
"Sioux County, North Dakota",""
"    Estimate","3,740"
"    Margin of Error","*****"
"Slope County, North Dakota",""
"    Estimate","766"
"    Margin of Error","±83"
"Stark County, North Dakota",""
"    Estimate","33,302"
"    Margin of Error","*****"
"Steele County, North Dakota",""
"    Estimate","1,804"
"    Margin of Error","±110"
"Stutsman County, North Dakota",""
"    Estimate","21,549"
"    Margin of Error","*****"
"Towner County, North Dakota",""
"    Estimate","2,079"
"    Margin of Error","*****"
"Traill County, North Dakota",""
"    Estimate","7,970"
"    Margin of Error","*****"
"Walsh County, North Dakota",""
"    Estimate","10,396"
"    Margin of Error","*****"
"Ward County, North Dakota",""
"    Estimate","68,973"
"    Margin of Error","*****"
"Wells County, North Dakota",""
"    Estimate","3,890"
"    Margin of Error","*****"
"Williams County, North Dakota",""
"    Estimate","39,555"
"    Margin of Error","*****"
"Adams County, Ohio",""
"    Estimate","27,540"
"    Margin of Error","*****"
"Allen County, Ohio",""
"    Estimate","101,348"
"    Margin of Error","*****"
"Ashland County, Ohio",""
"    Estimate","52,256"
"    Margin of Error","*****"
"Ashtabula County, Ohio",""
"    Estimate","97,167"
"    Margin of Error","*****"
"Athens County, Ohio",""
"    Estimate","61,737"
"    Margin of Error","*****"
"Auglaize County, Ohio",""
"    Estimate","46,125"
"    Margin of Error","*****"
"Belmont County, Ohio",""
"    Estimate","65,473"
"    Margin of Error","*****"
